Año,Departamento,Municipio,Producto,Área Cosechada,Área Sembrada,Producción,Rendimiento,Ciclo
2023,SANTANDER,LANDAZURI,CAFE,15.11,15.95,8.72,0.5771012574454004,PERMANENTE
2017,SANTANDER,LANDAZURI,CAFE,25.73,25.73,33.2499,1.292261951029926,PERMANENTE
2007,SANTANDER,LANDAZURI,CAFE,85,85.4,68,0.8,PERMANENTE
2021,SANTANDER,LANDAZURI,CAFE,17.6,18.22,12.85,0.7301136363636362,PERMANENTE
2018,SANTANDER,LANDAZURI,CAFE,21.07,21.85,27.8488,1.3217275747508306,PERMANENTE
2009,SANTANDER,LANDAZURI,CAFE,2.3,12.8,0.78,0.33913043478260874,PERMANENTE
2008,SANTANDER,LANDAZURI,CAFE,70,79.2,49,0.7,PERMANENTE
2024,SANTANDER,LANDAZURI,CAFE,15.95,15.95,11.45,0.7178683385579937,PERMANENTE
2022,SANTANDER,LANDAZURI,CAFE,14.66,15.95,10.04,0.684856753069577,PERMANENTE
2019,SANTANDER,LANDAZURI,CAFE,22,23,29,1.3181818181818181,PERMANENTE
2020,SANTANDER,LANDAZURI,CAFE,18,18,21.96,1.22,PERMANENTE
2016,SANTANDER,LANDAZURI,CAFE,19.0576,26.4,25.3976,1.3326756779447568,PERMANENTE
2013,SANTANDER,LANDAZURI,CAFE,9.29,19.8,7.20255,0.7753013993541442,PERMANENTE
2014,SANTANDER,LANDAZURI,CAFE,8.97,26.4,7.51978,0.8383255295429207,PERMANENTE
2015,SANTANDER,LANDAZURI,CAFE,19.44,26.4,25.0505,1.288605967078189,PERMANENTE
2011,SANTANDER,LEBRIJA,CAFE,125,180,25,0.2,PERMANENTE
2010,SANTANDER,LEBRIJA,CAFE,160,166.07,31.7133,0.198208125,PERMANENTE
2012,SANTANDER,LEBRIJA,CAFE,120,150,24,0.2,PERMANENTE
2023,SANTANDER,LEBRIJA,CAFE,40.01,41.74,47.93,1.197950512371907,PERMANENTE
2021,SANTANDER,LEBRIJA,CAFE,35.74,43.73,48.61,1.3601007274762171,PERMANENTE
2017,SANTANDER,LEBRIJA,CAFE,36.23,40.58,46.8187,1.29226331769252,PERMANENTE
2009,SANTANDER,LEBRIJA,CAFE,164.54,165,31.34,0.19047040233377902,PERMANENTE
2007,SANTANDER,LEBRIJA,CAFE,240,240,150,0.625,PERMANENTE
2018,SANTANDER,LEBRIJA,CAFE,40,43.26,52.8691,1.3217275000000002,PERMANENTE
2008,SANTANDER,LEBRIJA,CAFE,230,230,184,0.8,PERMANENTE
2022,SANTANDER,LEBRIJA,CAFE,35.63,42.16,46.13,1.2946954813359528,PERMANENTE
2020,SANTANDER,LEBRIJA,CAFE,38,42,8.89,0.23394736842105265,PERMANENTE
2019,SANTANDER,LEBRIJA,CAFE,37,42,47,1.2702702702702702,PERMANENTE
2024,SANTANDER,LEBRIJA,CAFE,40.01,41.74,59.42,1.485128717820545,PERMANENTE
2013,SANTANDER,LEBRIJA,CAFE,66.35,82.41,39.4284,0.5942486812358705,PERMANENTE
2016,SANTANDER,LEBRIJA,CAFE,36.8189,41.86,38.7633,1.0528098340797798,PERMANENTE
2014,SANTANDER,LEBRIJA,CAFE,37.18,44.87,23.8902,0.6425551371705218,PERMANENTE
2015,SANTANDER,LEBRIJA,CAFE,38.76,43.2,39.4574,1.0179927760577916,PERMANENTE
2013,NARIÑO,LEIVA,CAFE,729.19,910.28,810.604,1.1116499129170723,PERMANENTE
2010,NARIÑO,LEIVA,CAFE,587,637,704.4,1.2,PERMANENTE
2012,NARIÑO,LEIVA,CAFE,635,658,762,1.2,PERMANENTE
2011,NARIÑO,LEIVA,CAFE,443,647,443,1,PERMANENTE
2023,NARIÑO,LEIVA,CAFE,594.96,686.22,485.48,0.8159876294204652,PERMANENTE
2024,NARIÑO,LEIVA,CAFE,580.91,720.81,560.83,0.9654335439224666,PERMANENTE
2018,NARIÑO,LEIVA,CAFE,688.78,779.58,593.648,0.8618833299457012,PERMANENTE
2009,NARIÑO,LEIVA,CAFE,580,630,696,1.2,PERMANENTE
2007,NARIÑO,LEIVA,CAFE,476,576,571.2,1.2000000000000002,PERMANENTE
2020,NARIÑO,LEIVA,CAFE,658,737,314.8,0.478419452887538,PERMANENTE
2008,NARIÑO,LEIVA,CAFE,476,582,571.2,1.2000000000000002,PERMANENTE
2017,NARIÑO,LEIVA,CAFE,719.18,798.5,606.031,0.8426694290719986,PERMANENTE
2022,NARIÑO,LEIVA,CAFE,575.16,652.22,411.75,0.7158877529730858,PERMANENTE
2021,NARIÑO,LEIVA,CAFE,616.67,681.68,370,0.5999967567742878,PERMANENTE
2019,NARIÑO,LEIVA,CAFE,631,763,815,1.2916006339144215,PERMANENTE
2014,NARIÑO,LEIVA,CAFE,831.21,920.06,999.128,1.2020163376282769,PERMANENTE
2015,NARIÑO,LEIVA,CAFE,761,839.42,798.977,1.049904073587385,PERMANENTE
2016,NARIÑO,LEIVA,CAFE,753.966,848.35,818.665,1.0858115617945636,PERMANENTE
2012,META,LEJANIAS,CAFE,815,1000,978,1.2,PERMANENTE
2011,META,LEJANIAS,CAFE,800,950,960,1.2,PERMANENTE
2010,META,LEJANIAS,CAFE,730,815,876,1.2,PERMANENTE
2013,META,LEJANIAS,CAFE,583.75,855.06,420.089,0.7196385438972163,PERMANENTE
2023,META,LEJANIAS,CAFE,295.24,399.67,321.83,1.0900623221785666,PERMANENTE
2022,META,LEJANIAS,CAFE,360.8,427.65,369.12,1.0230598669623059,PERMANENTE
2008,META,LEJANIAS,CAFE,680,721,408,0.6,PERMANENTE
2021,META,LEJANIAS,CAFE,618.75,673.68,451.69,0.7300040404040404,PERMANENTE
2017,META,LEJANIAS,CAFE,626.88,741.51,918.221,1.4647476391015826,PERMANENTE
2009,META,LEJANIAS,CAFE,700,709,420,0.6,PERMANENTE
2018,META,LEJANIAS,CAFE,589.24,689.98,882.768,1.4981467653248253,PERMANENTE
2007,META,LEJANIAS,CAFE,660,710,420,0.6363636363636364,PERMANENTE
2020,META,LEJANIAS,CAFE,588,659,490.3,0.833843537414966,PERMANENTE
2019,META,LEJANIAS,CAFE,553,658,530,0.9584086799276673,PERMANENTE
2024,META,LEJANIAS,CAFE,244.31,367.34,329.61,1.3491465760713848,PERMANENTE
2015,META,LEJANIAS,CAFE,651.96,795.58,739.374,1.1340787778391312,PERMANENTE
2016,META,LEJANIAS,CAFE,658.93,820.22,772.835,1.1728635818675732,PERMANENTE
2014,META,LEJANIAS,CAFE,598.87,755.5,466.004,0.7781388281263045,PERMANENTE
2010,TOLIMA,LERIDA,CAFE,467,634,605,1.2955032119914347,PERMANENTE
2012,TOLIMA,LERIDA,CAFE,356,416,338.2,0.95,PERMANENTE
2011,TOLIMA,LERIDA,CAFE,579.165,677.052,247.619,0.4275448274671294,PERMANENTE
2023,TOLIMA,LERIDA,CAFE,172.33,184.78,156.67,0.9091278361283582,PERMANENTE
2018,TOLIMA,LERIDA,CAFE,233.26,259.07,145.015,0.6216882448769613,PERMANENTE
2009,TOLIMA,LERIDA,CAFE,426,498,468.6,1.1,PERMANENTE
2007,TOLIMA,LERIDA,CAFE,458,509,549,1.1986899563318778,PERMANENTE
2008,TOLIMA,LERIDA,CAFE,516.8,608,797.375,1.5429082817337463,PERMANENTE
2017,TOLIMA,LERIDA,CAFE,231.86,264.89,152.675,0.6584792547226775,PERMANENTE
2022,TOLIMA,LERIDA,CAFE,172.22,196.88,133.51,0.775229357798165,PERMANENTE
2021,TOLIMA,LERIDA,CAFE,168.46,194.32,153.3,0.9100083105781788,PERMANENTE
2019,TOLIMA,LERIDA,CAFE,194,234,243,1.2525773195876289,PERMANENTE
2024,TOLIMA,LERIDA,CAFE,148.12,174.93,166.83,1.1263165001350257,PERMANENTE
2020,TOLIMA,LERIDA,CAFE,178,207,206,1.1573033707865168,PERMANENTE
2014,TOLIMA,LERIDA,CAFE,248.83,277.39,234.392,0.9419764497849937,PERMANENTE
2015,TOLIMA,LERIDA,CAFE,263.98,282.31,253.505,0.9603189635578452,PERMANENTE
2016,TOLIMA,LERIDA,CAFE,249.831,272.54,248.123,0.9931633784438281,PERMANENTE
2013,TOLIMA,LERIDA,CAFE,251.39,305.59,219.001,0.8711603484625483,PERMANENTE
2012,TOLIMA,LIBANO,CAFE,8734.24,18536.7,8734.24,1,PERMANENTE
2011,TOLIMA,LIBANO,CAFE,7954.51,9415.67,4233.94,0.5322691152566279,PERMANENTE
2010,TOLIMA,LIBANO,CAFE,4000,8811,3600,0.9,PERMANENTE
2008,TOLIMA,LIBANO,CAFE,7471.5,8790,10460,1.3999866158067322,PERMANENTE
2017,TOLIMA,LIBANO,CAFE,7493.81,8937.95,5683.32,0.7584019343965218,PERMANENTE
2018,TOLIMA,LIBANO,CAFE,7292.19,8680.08,5656.51,0.775694270171238,PERMANENTE
2009,TOLIMA,LIBANO,CAFE,7284,8622,8012.4,1.0999999999999999,PERMANENTE
2007,TOLIMA,LIBANO,CAFE,7586,8873,10138,1.3364091747956763,PERMANENTE
2024,TOLIMA,LIBANO,CAFE,5770.61,7177.57,5713.94,0.9901795477427863,PERMANENTE
2022,TOLIMA,LIBANO,CAFE,6103.85,7301.91,5527.79,0.9056234999221802,PERMANENTE
2021,TOLIMA,LIBANO,CAFE,6111.36,7351.19,5255.77,0.8600000654518799,PERMANENTE
2019,TOLIMA,LIBANO,CAFE,6072,7659,7845,1.29199604743083,PERMANENTE
2020,TOLIMA,LIBANO,CAFE,6271,7427,7490,1.1943868601498964,PERMANENTE
2016,TOLIMA,LIBANO,CAFE,7714.13,9057.87,8527.7,1.1054649066064481,PERMANENTE
2013,TOLIMA,LIBANO,CAFE,7925.69,9908.24,6844.03,0.8635248161358822,PERMANENTE
2014,TOLIMA,LIBANO,CAFE,8050.27,9297.6,7516.71,0.9337214776647242,PERMANENTE
2015,TOLIMA,LIBANO,CAFE,8071.43,9290.97,8627.61,1.0689072444411958,PERMANENTE
2012,ANTIOQUIA,LIBORINA,CAFE,1200,1559,1200,1,PERMANENTE
2011,ANTIOQUIA,LIBORINA,CAFE,1350,1554,1100,0.8148148148148148,PERMANENTE
2013,ANTIOQUIA,LIBORINA,CAFE,1523.84,1766.41,1430.12,0.938497480050399,PERMANENTE
2023,ANTIOQUIA,LIBORINA,CAFE,1252.3,1382.61,1288.08,1.0285714285714285,PERMANENTE
2024,ANTIOQUIA,LIBORINA,CAFE,1200.93,1404.02,1531.02,1.274861981963978,PERMANENTE
2021,ANTIOQUIA,LIBORINA,CAFE,1358.66,1553.92,1480.94,1.0900004416115878,PERMANENTE
2007,ANTIOQUIA,LIBORINA,CAFE,1250,1250,1375,1.1,PERMANENTE
2010,ANTIOQUIA,LIBORINA,CAFE,1300,1551,1625,1.25,PERMANENTE
2008,ANTIOQUIA,LIBORINA,CAFE,1180,1313,899.2,0.7620338983050848,PERMANENTE
2009,ANTIOQUIA,LIBORINA,CAFE,1256,1402,678.2,0.5399681528662421,PERMANENTE
2018,ANTIOQUIA,LIBORINA,CAFE,1488.45,1685.23,2309.17,1.5513923880546878,PERMANENTE
2019,ANTIOQUIA,LIBORINA,CAFE,1315,1542,1701,1.2935361216730037,PERMANENTE
2022,ANTIOQUIA,LIBORINA,CAFE,1190.87,1349.46,1407.92,1.182261707827051,PERMANENTE
2020,ANTIOQUIA,LIBORINA,CAFE,1345,1540,1609,1.196282527881041,PERMANENTE
2015,ANTIOQUIA,LIBORINA,CAFE,1614.15,1762.08,1601.32,0.992051544156367,PERMANENTE
2016,ANTIOQUIA,LIBORINA,CAFE,1596.14,1777.38,1637.61,1.0259814302003583,PERMANENTE
2017,ANTIOQUIA,LIBORINA,CAFE,1543.7,1730.48,2341.49,1.5168037831184813,PERMANENTE
2014,ANTIOQUIA,LIBORINA,CAFE,1561.1,1717.67,1584.18,1.0147844468643905,PERMANENTE
2010,NARIÑO,LINARES,CAFE,670,755,651.2,0.9719402985074628,PERMANENTE
2013,NARIÑO,LINARES,CAFE,691.51,866.08,475.486,0.6876053853161921,PERMANENTE
2012,NARIÑO,LINARES,CAFE,538,678,482.048,0.896,PERMANENTE
2011,NARIÑO,LINARES,CAFE,700,810,630,0.9,PERMANENTE
2023,NARIÑO,LINARES,CAFE,515.85,622.96,544.18,1.0549190656198506,PERMANENTE
2018,NARIÑO,LINARES,CAFE,679.25,774.61,468.347,0.689506072874494,PERMANENTE
2009,NARIÑO,LINARES,CAFE,670,742,611.072,0.9120477611940299,PERMANENTE
2007,NARIÑO,LINARES,CAFE,640,670,768,1.2,PERMANENTE
2019,NARIÑO,LINARES,CAFE,606,761,786,1.297029702970297,PERMANENTE
2020,NARIÑO,LINARES,CAFE,589,712,706,1.198641765704584,PERMANENTE
2008,NARIÑO,LINARES,CAFE,641,706,769.2,1.2000000000000002,PERMANENTE
2017,NARIÑO,LINARES,CAFE,703.43,794.61,474.207,0.6741353084173266,PERMANENTE
2024,NARIÑO,LINARES,CAFE,463.52,608.9,590.93,1.2748748705557473,PERMANENTE
2022,NARIÑO,LINARES,CAFE,518.57,634.77,782.99,1.509902231135623,PERMANENTE
2021,NARIÑO,LINARES,CAFE,548,651.14,597.32,1.09,PERMANENTE
2014,NARIÑO,LINARES,CAFE,762.75,855.41,567.106,0.7435018026876434,PERMANENTE
2015,NARIÑO,LINARES,CAFE,732.53,823.08,773.08,1.0553560946309366,PERMANENTE
2016,NARIÑO,LINARES,CAFE,711.506,815.5,776.573,1.0914496855964673,PERMANENTE
2013,NARIÑO,LOS ANDES,CAFE,840.76,1057.42,642.346,0.764006375184357,PERMANENTE
2010,NARIÑO,LOS ANDES,CAFE,604,724,302,0.5,PERMANENTE
2012,NARIÑO,LOS ANDES,CAFE,1004,1025,401.6,0.4,PERMANENTE
2011,NARIÑO,LOS ANDES,CAFE,654,724,523.2,0.8,PERMANENTE
2023,NARIÑO,LOS ANDES,CAFE,447.15,539.98,316.37,0.7075254388907526,PERMANENTE
2018,NARIÑO,LOS ANDES,CAFE,745.11,816.55,577.978,0.7756948638456066,PERMANENTE
2009,NARIÑO,LOS ANDES,CAFE,959,1059,593.4,0.6187695516162669,PERMANENTE
2007,NARIÑO,LOS ANDES,CAFE,869,959,873,1.004602991944764,PERMANENTE
2019,NARIÑO,LOS ANDES,CAFE,538,663,704,1.308550185873606,PERMANENTE
2008,NARIÑO,LOS ANDES,CAFE,869,1039,887,1.0207134637514383,PERMANENTE
2017,NARIÑO,LOS ANDES,CAFE,787.19,861.13,597.007,0.7584026727981807,PERMANENTE
2020,NARIÑO,LOS ANDES,CAFE,569,651,275.2,0.4836555360281195,PERMANENTE
2021,NARIÑO,LOS ANDES,CAFE,497.2,556.72,343.07,0.6900040225261465,PERMANENTE
2024,NARIÑO,LOS ANDES,CAFE,354.73,473.36,316.13,0.8911848448115468,PERMANENTE
2022,NARIÑO,LOS ANDES,CAFE,448.76,516.83,201.77,0.44961672163294414,PERMANENTE
2014,NARIÑO,LOS ANDES,CAFE,881.21,1016.08,727.979,0.8261129583186755,PERMANENTE
2015,NARIÑO,LOS ANDES,CAFE,863.53,968.71,921.814,1.0674950493902933,PERMANENTE
2016,NARIÑO,LOS ANDES,CAFE,824.521,943.51,910.275,1.1040046281416727,PERMANENTE
2022,CORDOBA,LOS CORDOBAS,CAFE,0,2,0,0,PERMANENTE
2012,NORTE DE SANTANDER,LOS PATIOS,CAFE,107.288,163.39,57.1696,0.5328610841846246,PERMANENTE
2011,NORTE DE SANTANDER,LOS PATIOS,CAFE,139.909,213.07,74.5524,0.5328635041348305,PERMANENTE
2010,NORTE DE SANTANDER,LOS PATIOS,CAFE,210.84,225.38,133.433,0.6328637829633845,PERMANENTE
2023,NORTE DE SANTANDER,LOS PATIOS,CAFE,148.12,164.84,154.31,1.0417904401836349,PERMANENTE
2018,NORTE DE SANTANDER,LOS PATIOS,CAFE,136.03,144.65,155.617,1.1439902962581783,PERMANENTE
2021,NORTE DE SANTANDER,LOS PATIOS,CAFE,146.79,156.15,133.58,0.910007493698481,PERMANENTE
2009,NORTE DE SANTANDER,LOS PATIOS,CAFE,256.99,256.99,53.891,0.20970076656679246,PERMANENTE
2007,NORTE DE SANTANDER,LOS PATIOS,CAFE,252.09,254.28,106.222,0.4213653853782379,PERMANENTE
2020,NORTE DE SANTANDER,LOS PATIOS,CAFE,142,154,146,1.028169014084507,PERMANENTE
2008,NORTE DE SANTANDER,LOS PATIOS,CAFE,252.09,254.28,106.222,0.4213653853782379,PERMANENTE
2017,NORTE DE SANTANDER,LOS PATIOS,CAFE,131.58,144.57,147.171,1.1184906520747833,PERMANENTE
2024,NORTE DE SANTANDER,LOS PATIOS,CAFE,137.94,180.87,177.56,1.2872263302885312,PERMANENTE
2019,NORTE DE SANTANDER,LOS PATIOS,CAFE,141.36,153.62,145.32,1.028013582342954,PERMANENTE
2022,NORTE DE SANTANDER,LOS PATIOS,CAFE,149.54,155.75,176.85,1.182626721947305,PERMANENTE
2015,NORTE DE SANTANDER,LOS PATIOS,CAFE,127.04,140.76,109.255,0.8600047229219143,PERMANENTE
2016,NORTE DE SANTANDER,LOS PATIOS,CAFE,126.753,143.26,112.736,0.8894148461969342,PERMANENTE
2013,NORTE DE SANTANDER,LOS PATIOS,CAFE,156.05,179.8,79.6373,0.5103319448894584,PERMANENTE
2014,NORTE DE SANTANDER,LOS PATIOS,CAFE,140.03,155.93,77.2709,0.5518167535528101,PERMANENTE
2010,SANTANDER,LOS SANTOS,CAFE,252,275.15,78.0768,0.30982857142857145,PERMANENTE
2012,SANTANDER,LOS SANTOS,CAFE,197.421,302.103,61.1665,0.30982772855977836,PERMANENTE
2011,SANTANDER,LOS SANTOS,CAFE,197.421,302.103,61.1665,0.30982772855977836,PERMANENTE
2023,SANTANDER,LOS SANTOS,CAFE,95.55,124.34,121.39,1.2704343275771848,PERMANENTE
2021,SANTANDER,LOS SANTOS,CAFE,100.27,120.32,155.42,1.5500149596090556,PERMANENTE
2009,SANTANDER,LOS SANTOS,CAFE,175,275.41,54.22,0.3098285714285714,PERMANENTE
2022,SANTANDER,LOS SANTOS,CAFE,94.43,121.63,138.47,1.4663772106322142,PERMANENTE
2018,SANTANDER,LOS SANTOS,CAFE,88.53,121.95,117.013,1.3217327459618209,PERMANENTE
2007,SANTANDER,LOS SANTOS,CAFE,75,175.39,52,0.6933333333333334,PERMANENTE
2008,SANTANDER,LOS SANTOS,CAFE,73,175.38,54,0.7397260273972602,PERMANENTE
2017,SANTANDER,LOS SANTOS,CAFE,76.8,122.24,99.2458,1.2922630208333334,PERMANENTE
2020,SANTANDER,LOS SANTOS,CAFE,122,122,112.24,0.9199999999999999,PERMANENTE
2019,SANTANDER,LOS SANTOS,CAFE,89,122,81.88,0.9199999999999999,PERMANENTE
2014,SANTANDER,LOS SANTOS,CAFE,222.78,271.91,186.762,0.8383248047401023,PERMANENTE
2015,SANTANDER,LOS SANTOS,CAFE,109.26,126.15,105.647,0.9669320885960095,PERMANENTE
2013,SANTANDER,LOS SANTOS,CAFE,185.98,272.09,144.191,0.7753037961071083,PERMANENTE
2016,SANTANDER,LOS SANTOS,CAFE,104.759,123.38,104.758,0.9999904542807777,PERMANENTE
2012,NORTE DE SANTANDER,LOURDES,CAFE,879.8,1457.97,415.422,0.4721777676744715,PERMANENTE
2011,NORTE DE SANTANDER,LOURDES,CAFE,934.52,1548.65,441.26,0.47217823053546204,PERMANENTE
2013,NORTE DE SANTANDER,LOURDES,CAFE,1261.22,1514.13,649.916,0.5153074007706824,PERMANENTE
2010,NORTE DE SANTANDER,LOURDES,CAFE,1380.27,1521.03,789.76,0.572177907221051,PERMANENTE
2022,NORTE DE SANTANDER,LOURDES,CAFE,975.94,1129.34,1011.6,1.0365391315039858,PERMANENTE
2023,NORTE DE SANTANDER,LOURDES,CAFE,1017.68,1165.74,938.56,0.922254539737442,PERMANENTE
2017,NORTE DE SANTANDER,LOURDES,CAFE,1158.44,1281.09,1656.98,1.430354614826836,PERMANENTE
2008,NORTE DE SANTANDER,LOURDES,CAFE,1336.96,1425.05,479.36,0.3585447582575395,PERMANENTE
2020,NORTE DE SANTANDER,LOURDES,CAFE,1182,1296,1272,1.0761421319796953,PERMANENTE
2018,NORTE DE SANTANDER,LOURDES,CAFE,1173.9,1301.76,1717.38,1.462969588550984,PERMANENTE
2021,NORTE DE SANTANDER,LOURDES,CAFE,960.04,1104.02,960.04,1,PERMANENTE
2009,NORTE DE SANTANDER,LOURDES,CAFE,1464.4,1464.4,479.292,0.3272958208139852,PERMANENTE
2007,NORTE DE SANTANDER,LOURDES,CAFE,1336.96,1425.05,479.36,0.3585447582575395,PERMANENTE
2019,NORTE DE SANTANDER,LOURDES,CAFE,1135.51,1286.13,1362.83,1.200191984218545,PERMANENTE
2024,NORTE DE SANTANDER,LOURDES,CAFE,925.05,1100.65,1053.37,1.1387168261175071,PERMANENTE
2016,NORTE DE SANTANDER,LOURDES,CAFE,1062.99,1258.17,1015.33,0.9551642066247096,PERMANENTE
2014,NORTE DE SANTANDER,LOURDES,CAFE,1096.82,1267.02,611.144,0.5571962582739192,PERMANENTE
2015,NORTE DE SANTANDER,LOURDES,CAFE,1092.8,1268.01,1009.29,0.9235816251830161,PERMANENTE
2013,BOYACA,MACANAL,CAFE,45.81,88.12,29.3227,0.6400938659681292,PERMANENTE
2012,BOYACA,MACANAL,CAFE,103,116,51.5,0.5,PERMANENTE
2011,BOYACA,MACANAL,CAFE,88,108,40,0.45454545454545453,PERMANENTE
2023,BOYACA,MACANAL,CAFE,98.51,104.11,32.89,0.3338747335295909,PERMANENTE
2017,BOYACA,MACANAL,CAFE,87.6,91.39,73.8178,0.8426689497716896,PERMANENTE
2009,BOYACA,MACANAL,CAFE,78,100.6,78,1,PERMANENTE
2018,BOYACA,MACANAL,CAFE,87.61,93.59,75.5096,0.8618833466499258,PERMANENTE
2010,BOYACA,MACANAL,CAFE,72,101,72,1,PERMANENTE
2008,BOYACA,MACANAL,CAFE,80,92,72,0.9,PERMANENTE
2022,BOYACA,MACANAL,CAFE,101.4,104.29,88.13,0.8691321499013805,PERMANENTE
2019,BOYACA,MACANAL,CAFE,90,101,117,1.3,PERMANENTE
2021,BOYACA,MACANAL,CAFE,98.42,102.27,82.67,0.8399715504978663,PERMANENTE
2020,BOYACA,MACANAL,CAFE,93,101,112,1.2043010752688172,PERMANENTE
2024,BOYACA,MACANAL,CAFE,99.16,108.74,40.5,0.40843081887858007,PERMANENTE
2016,BOYACA,MACANAL,CAFE,85.9478,91.38,83.0411,0.9661806352227748,PERMANENTE
2014,BOYACA,MACANAL,CAFE,76.02,92.01,52.6154,0.6921257563799,PERMANENTE
2015,BOYACA,MACANAL,CAFE,88.44,92.18,82.6233,0.934229986431479,PERMANENTE
2024,SANTANDER,MACARAVITA,CAFE,0,5,0,0,PERMANENTE
2013,ANTIOQUIA,MACEO,CAFE,168.22,231.86,63.1495,0.3753982879562478,PERMANENTE
2012,ANTIOQUIA,MACEO,CAFE,283,323,169.8,0.6000000000000001,PERMANENTE
2011,ANTIOQUIA,MACEO,CAFE,283,293,160,0.5653710247349824,PERMANENTE
2023,ANTIOQUIA,MACEO,CAFE,64.48,72.86,125.93,1.9530086848635235,PERMANENTE
2024,ANTIOQUIA,MACEO,CAFE,56.55,65.09,83.99,1.485234305923961,PERMANENTE
2019,ANTIOQUIA,MACEO,CAFE,99,106,125,1.2626262626262625,PERMANENTE
2021,ANTIOQUIA,MACEO,CAFE,82.87,87.47,90.33,1.0900205140581634,PERMANENTE
2010,ANTIOQUIA,MACEO,CAFE,263,283,157.8,0.6000000000000001,PERMANENTE
2008,ANTIOQUIA,MACEO,CAFE,233,263,139.8,0.6000000000000001,PERMANENTE
2017,ANTIOQUIA,MACEO,CAFE,109.46,120.81,72.0771,0.6584788964005116,PERMANENTE
2009,ANTIOQUIA,MACEO,CAFE,243,273,145.8,0.6000000000000001,PERMANENTE
2018,ANTIOQUIA,MACEO,CAFE,110.07,118.52,68.429,0.6216861996911057,PERMANENTE
2007,ANTIOQUIA,MACEO,CAFE,243,243,109.4,0.45020576131687245,PERMANENTE
2022,ANTIOQUIA,MACEO,CAFE,66.94,75.01,66.04,0.9865551239916345,PERMANENTE
2020,ANTIOQUIA,MACEO,CAFE,100,106,118,1.18,PERMANENTE
2015,ANTIOQUIA,MACEO,CAFE,125.97,136.89,127.027,1.00839088671906,PERMANENTE
2016,ANTIOQUIA,MACEO,CAFE,123.42,136.81,128.712,1.0428779776373358,PERMANENTE
2014,ANTIOQUIA,MACEO,CAFE,170.68,197.51,69.2815,0.4059145769861729,PERMANENTE
2012,CUNDINAMARCA,MACHETA,CAFE,154.7,164.7,137.2,0.8868778280542986,PERMANENTE
2011,CUNDINAMARCA,MACHETA,CAFE,116,155,139,1.1982758620689655,PERMANENTE
2010,CUNDINAMARCA,MACHETA,CAFE,131.09,161.75,116.7,0.8902280875734229,PERMANENTE
2013,CUNDINAMARCA,MACHETA,CAFE,146.4,175.03,112.654,0.7694945355191256,PERMANENTE
2023,CUNDINAMARCA,MACHETA,CAFE,110.56,122.98,102.39,0.926103473227207,PERMANENTE
2024,CUNDINAMARCA,MACHETA,CAFE,107.95,117.65,124.26,1.151088466882816,PERMANENTE
2021,CUNDINAMARCA,MACHETA,CAFE,109.87,115.87,80.21,0.7300445981614635,PERMANENTE
2008,CUNDINAMARCA,MACHETA,CAFE,65.72,119.38,170.869,2.599954351795496,PERMANENTE
2017,CUNDINAMARCA,MACHETA,CAFE,159.41,165.22,244.624,1.534558685151496,PERMANENTE
2018,CUNDINAMARCA,MACHETA,CAFE,137.58,142.92,215.938,1.5695449920046516,PERMANENTE
2009,CUNDINAMARCA,MACHETA,CAFE,107.71,146.56,73.9856,0.6868962956085787,PERMANENTE
2022,CUNDINAMARCA,MACHETA,CAFE,108.49,119.08,61.24,0.5644759885703752,PERMANENTE
2007,CUNDINAMARCA,MACHETA,CAFE,30.11,79.96,4.00154,0.13289737628694787,PERMANENTE
2019,CUNDINAMARCA,MACHETA,CAFE,114,118,125,1.0964912280701755,PERMANENTE
2020,CUNDINAMARCA,MACHETA,CAFE,118,120,59.5,0.5042372881355932,PERMANENTE
2016,CUNDINAMARCA,MACHETA,CAFE,161.711,182.16,156.25,0.9662298792289948,PERMANENTE
2014,CUNDINAMARCA,MACHETA,CAFE,151.26,170.36,125.855,0.8320441623694302,PERMANENTE
2015,CUNDINAMARCA,MACHETA,CAFE,163.96,181.06,153.184,0.9342766528421566,PERMANENTE
2012,SANTANDER,MALAGA,CAFE,0,41,0,0,PERMANENTE
2023,SANTANDER,MALAGA,CAFE,16.08,17.69,14.39,0.8949004975124379,PERMANENTE
2017,SANTANDER,MALAGA,CAFE,12.89,15.73,9.44994,0.7331217998448409,PERMANENTE
2018,SANTANDER,MALAGA,CAFE,14.05,16.19,10.5352,0.7498362989323842,PERMANENTE
2022,SANTANDER,MALAGA,CAFE,13.71,17.65,16.64,1.213712618526623,PERMANENTE
2020,SANTANDER,MALAGA,CAFE,16,16,20,1.25,PERMANENTE
2019,SANTANDER,MALAGA,CAFE,16,16,21,1.3125,PERMANENTE
2021,SANTANDER,MALAGA,CAFE,14.46,16.95,19.67,1.3603042876901799,PERMANENTE
2024,SANTANDER,MALAGA,CAFE,15.1,20.5,16.64,1.1019867549668876,PERMANENTE
2016,SANTANDER,MALAGA,CAFE,8.54789,14.23,13.9936,1.6370823676954196,PERMANENTE
2013,SANTANDER,MALAGA,CAFE,0,7.69,0,0,PERMANENTE
2014,SANTANDER,MALAGA,CAFE,2.74,12.55,2.34056,0.8542189781021897,PERMANENTE
2015,SANTANDER,MALAGA,CAFE,7.69,12.55,12.1728,1.5829388816644994,PERMANENTE
2012,NARIÑO,MALLAMA,CAFE,66,68,66,1,PERMANENTE
