Precipitación acumulada anual (mm/año),Temperatura media anual (°C),Máximo de la temperatura media mensual (°C),Mínimo de la temperatura media mensual (°C),Humedad relativa media anual (%),Radiación solar acumulada anual (MJ/m²/año),altitud_media_m,SPI1_floracion,SPI1_llenado,Rendimiento_lag1,Departamento,Municipio,Año,Rendimiento
3238.538736025492,10.4802685,11.282054,9.088857,93.41285,5871.751889666666,2870.563949648107,-0.3692450330471497,0.9506015996938556,,NARINO,POTOSI,2021,
2671.8872492313385,10.315026,10.896637,9.558583,92.79803,6034.845120333333,2870.563949648107,-0.8918402861195707,-0.4339406944383467,,NARINO,POTOSI,2022,
3014.048920313517,10.553342,11.290843,9.768788,92.993744,5838.926622666667,2870.563949648107,-0.8554237783652469,0.6397783129557125,,NARINO,POTOSI,2023,
2469.348890304565,10.931529,11.788157,9.204091,91.856804,6239.913799333333,2870.563949648107,-1.1939527801366558,0.7088353661475775,,NARINO,POTOSI,2024,
3302.0703395207724,10.367327,11.366852,8.934886,93.60004,5710.784157666667,2870.563949648107,-0.3310062118129656,-1.2055788264171303,,NARINO,POTOSI,2025,
2623.584156513214,12.554372,13.374908,11.471344,89.654106,5870.468619,2506.116089968077,0.0545409899291265,1.1494227464578908,,NARINO,PROVIDENCIA,2007,0.9039473684210528
3160.7596185207367,11.980011,12.614655,11.4086,92.15488,5677.458186,2506.116089968077,0.2496432748842318,0.6252528350946265,0.9039473684210528,NARINO,PROVIDENCIA,2008,0.8
2608.249389648437,12.73819,13.592194,11.837555,90.47808,5805.337458,2506.116089968077,-0.0118037494555264,0.3448074858423166,0.8,NARINO,PROVIDENCIA,2009,0.8
3108.0365076065063,12.783254,13.998688,11.319733,90.869286,5751.08481,2506.116089968077,0.5343325240890735,1.2098619055235662,0.8,NARINO,PROVIDENCIA,2010,0.8
3182.0241832733154,12.17632,12.908844,11.620514,91.85633,5628.509387,2506.116089968077,0.4031076768070926,1.6751461648283237,0.8,NARINO,PROVIDENCIA,2011,0.8
